ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JILZSTJ,8,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8i0zhC8Bth0R4D8ilR4E8glBti0C8JeAgWGAziP?FDp/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8h0AtzhC8g0Btg0R4D8g0AtglR4E8ili0C8JeAg?WGAMtzPCK+AAA;v115@9gA8whi0glR4C8whh0AtR4D8whg0BtglE8whg0Atg0?hlC8JeAgWGA6PltCs/AAA;v115@9gA8Bti0R4C8gli0R4D8glBth0E8hlzhC8JeAgWGAp?yjPC6/AAA
JLSIZOT,2,TILSZO;TIJSZO,J;L,v115@9gA8RpywR4C8zhR4D8i0BtE8Rpg0wwBtC8JeAgWGA6?vLMCvOBAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JLSIOZT,2,TILSZO;TIJSZO,J;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA
JLSOIZT,1,TILSZO;TIJSZO,J;L,v115@9gA8BtRpywC8h0RpR4D8g0BtR4E8g0zhwwC8JeAgWG?AJtHgC6OBAA
JISLTJO,7,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Rpg0zhC8Rph0R4D8ilR4E8glk0C8JeAgWGAziP?PCP+AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8Rpk0C8RpglQ4h0D8ilR4E8zhQ4g0C8JeAgWGAJ?NUPCv/AAA;v115@9gA8g0RpzhC8j0R4D8ilR4E8glRpi0C8JeAgWGAziP?PCP+AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JTZSILJ,9,TILJJZ;TIJJSZ;ILJJSZ;TILJSZ;TILJJS;TLJJSZ,S;L;T;J;Z;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8glzhR4C8gli0R4D8i0BtE8hlh0BtC8JeAgWGA6?/TPCT+AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8whi0glR4C8whh0AtR4D8whg0BtglE8whg0Atg0?hlC8JeAgWGA6PltCs/AAA;v115@9gA8k0R4C8ilg0R4D8ywBtE8glwwh0BtC8JeAgWGA6?u/VCz/AAA
JTSZILJ,6,TILJJZ;TIJJSZ;ILJJSZ;TILJSZ;TILJJS;TLJJSZ,S;L;T;J;Z;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8ilg0ywC8glAti0wwD8BtR4g0E8AtR4i0C8JeAg?WGAz3/wCs/AAA
JTSIZLJ,7,TILJJZ;ILJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8ilg0ywC8glAti0wwD8BtR4g0E8AtR4i0C8JeAg?WGAz3/wCs/AAA;v115@9gA8Q4Btg0ilC8R4zhD8g0Q4BtglE8l0C8JeAgWGAK?ujFDs/AAA
JTSILZJ,7,TILJJZ;ILJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;Z;J;I,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8Q4Btg0ilC8R4zhD8g0Q4BtglE8l0C8JeAgWGAK?ujFDs/AAA
JLOSIZT,0,TILSZO,J,
JOLSIZT,3,TIJSZO,L,v115@9gA8whg0ywR4C8whi0R4D8whRpBtE8whRpwwBtC8Je?AgWGAaXltCqOBAA;v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA
JSILTJO,7,TILJSO;TLJJSO;TILJJS;TILJJO;ILJJSO;TIJJSO,J;I;O;S;T;L,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Rpg0zhC8Rph0R4D8ilR4E8glk0C8JeAgWGAziP?PCP+AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8Rpk0C8RpglQ4h0D8ilR4E8zhQ4g0C8JeAgWGAJ?NUPCv/AAA;v115@9gA8g0RpzhC8j0R4D8ilR4E8glRpi0C8JeAgWGAziP?PCP+AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JSILTOJ,11,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO,J;I;O;T;S,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8i0zhC8Rph0R4D8RpglR4E8ili0C8JeAgWGAM9a?PCp/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8Rpg0zhC8Rph0R4D8ilR4E8glk0C8JeAgWGAziP?PCP+AAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8Rpk0C8RpglQ4h0D8ilR4E8zhQ4g0C8JeAgWGAJ?NUPCv/AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JOLSITZ,2,TILJSO;TIJSZO,Z;L,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8whg0BtywC8whi0R4D8whRpR4E8whRpBtwwC8Je?AgWGAPdNPC6OBAA
JLOSITZ,0,TILJSO;TILSZO,Z;J,
JSILOTJ,14,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO,J;I;O;T;S,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8i0zhC8Rph0R4D8RpglR4E8ili0C8JeAgWGAM9a?PCp/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8Rpg0zhC8Rph0R4D8ilR4E8glk0C8JeAgWGAziP?PCP+AAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8hli0R4C8h0RpR4D8g0glRpg0E8g0glzhC8JeAg?WGAJnntCs/AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8Rpk0C8RpglQ4h0D8ilR4E8zhQ4g0C8JeAgWGAJ?NUPCv/AAA;v115@9gA8k0R4C8hlRpR4D8g0glRpg0E8g0glzhC8JeAgWG?AJHstCq/AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JLSOITZ,0,TILJSO;TILSZO,Z;J,
JIZLSTJ,6,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TLJJSZ;TILJSZ,S;T;L;Z;I;J,v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8whg0ilR4C8whi0R4D8whg0glBtE8whi0BtC8Je?AgWGA6PltCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8glzhR4C8gli0R4D8i0BtE8hlh0BtC8JeAgWGA6?/TPCT+AAA;v115@9gA8whi0glR4C8whh0AtR4D8whg0BtglE8whg0Atg0?hlC8JeAgWGA6PltCs/AAA
JLSIOTZ,1,TILSZO;TILJSO;TIJSZO,J;Z;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JLSITOZ,1,TILJSO;TILSZO;TILJZO;TIJSZO,Z;J;S;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JZILSTJ,6,ILJJSZ;TILJJZ;TIJJSZ;TILJJS;TLJJSZ;TILJSZ,T;S;L;Z;I;J,v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8whg0ilR4C8whi0R4D8whg0glBtE8whi0BtC8Je?AgWGA6PltCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8glzhR4C8gli0R4D8i0BtE8hlh0BtC8JeAgWGA6?/TPCT+AAA;v115@9gA8whi0glR4C8whh0AtR4D8whg0BtglE8whg0Atg0?hlC8JeAgWGA6PltCs/AAA
JZISLTJ,8,ILJJSZ;TILJJZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,T;S;L;Z;J;I,v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8whg0ilR4C8whi0R4D8whg0glBtE8whi0BtC8Je?AgWGA6PltCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8glzhR4C8gli0R4D8i0BtE8hlh0BtC8JeAgWGA6?/TPCT+AAA;v115@9gA8whi0glR4C8whh0AtR4D8whg0BtglE8whg0Atg0?hlC8JeAgWGA6PltCs/AAA;v115@9gA8i0glywC8h0AtglR4D8g0BtR4E8g0Atg0hlwwC8?JeAgWGAz3/VC0/AAA;v115@9gA8Q4Btg0ilC8R4zhD8g0Q4BtglE8l0C8JeAgWGAK?ujFDs/AAA
JTSILJZ,7,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8ilBtR4C8gli0R4D8g0zhE8j0BtC8JeAgWGAKen?tCsXBAA;v115@9gA8Bti0R4C8zhR4D8ilh0E8glBti0C8JeAgWGAqyL?MCqXBAA;v115@9gA8Q4zhh0C8R4Btglg0D8g0Q4ilE8i0Btg0C8JeAg?WGAqyjFDK+AAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JSTILJZ,7,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;L;Z;J;I,v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8ilBtR4C8gli0R4D8g0zhE8j0BtC8JeAgWGAKen?tCsXBAA;v115@9gA8Bti0R4C8zhR4D8ilh0E8glBti0C8JeAgWGAqyL?MCqXBAA;v115@9gA8Q4zhh0C8R4Btglg0D8g0Q4ilE8i0Btg0C8JeAg?WGAqyjFDK+AAA;v115@9gA8Btglh0R4C8ilg0R4D8g0Btg0wwE8i0ywC8JeAg?WGA0vjPCsXBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA
JSTILZJ,7,TILJJZ;ILJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;Z;J;I,v115@9gA8h0Ath0R4C8g0Btg0R4D8g0Atglg0wwE8ilywC8?JeAgWGA0yjPC6/AAA;v115@9gA8k0R4C8Bth0R4D8ilg0wwE8glBtywC8JeAgWGA0?yjPC6/AAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8Q4Btg0ilC8R4zhD8g0Q4BtglE8l0C8JeAgWGAK?ujFDs/AAA
JSTIZLJ,7,TILJJZ;ILJJSZ;TILJJS;TILJSZ;TLJJSZ,S;T;Z;J;I,v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8ilg0ywC8glAti0wwD8BtR4g0E8AtR4i0C8JeAg?WGAz3/wCs/AAA;v115@9gA8Q4Btg0ilC8R4zhD8g0Q4BtglE8l0C8JeAgWGAK?ujFDs/AAA
JSIOLTJ,14,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO,J;I;O;T;S,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8hli0R4C8h0RpR4D8g0glRpg0E8g0glzhC8JeAg?WGAJnntCs/AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8Rpk0C8RpglQ4h0D8ilR4E8zhQ4g0C8JeAgWGAJ?NUPCv/AAA;v115@9gA8Q4zhh0C8R4ilg0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAv/rtCK+AAA;v115@9gA8whi0glR4C8whi0R4D8whRpg0glE8whRpg0hlC8?JeAgWGAPujPCs/AAA;v115@9gA8k0R4C8hlRpR4D8g0glRpg0E8g0glzhC8JeAgWG?AJHstCq/AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA
JSOILTJ,16,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8g0zhR4C8j0R4D8RpilE8Rpgli0C8JeAgWGAvin?tCK+AAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8hli0R4C8h0RpR4D8g0glRpg0E8g0glzhC8JeAg?WGAJnntCs/AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8Rpk0C8RpglQ4h0D8ilR4E8zhQ4g0C8JeAgWGAJ?NUPCv/AAA;v115@9gA8Q4zhh0C8R4ilg0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAv/rtCK+AAA;v115@9gA8whi0glR4C8whi0R4D8whRpg0glE8whRpg0hlC8?JeAgWGAPujPCs/AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA;v115@9gA8j0glR4C8zhR4D8Rph0glE8Rph0hlC8JeAgWGAP?d9VCq/AAA
JLSITZO,1,TILJSO;TILJZO;TILJSZ;TIJSZO,Z;S;O;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JLISTZO,1,TILJSO;TILJZO;TILJSZ;TIJSZO,Z;S;O;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JOSILTJ,15,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8g0zhR4C8j0R4D8RpilE8Rpgli0C8JeAgWGAvin?tCK+AAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8hli0R4C8h0RpR4D8g0glRpg0E8g0glzhC8JeAg?WGAJnntCs/AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8Q4zhh0C8R4ilg0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAv/rtCK+AAA;v115@9gA8whi0glR4C8whi0R4D8whRpg0glE8whRpg0hlC8?JeAgWGAPujPCs/AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA;v115@9gA8j0glR4C8zhR4D8Rph0glE8Rph0hlC8JeAgWGAP?d9VCq/AAA
JLISTOZ,1,TILJSO;TILSZO;TILJZO;TIJSZO,Z;J;S;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JOSILJT,20,TLJJSO;TILJJO;ILJJSO;TILJJS,I;S;T;O,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8g0zhR4C8j0R4D8RpilE8Rpgli0C8JeAgWGAvin?tCK+AAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8Rpi0R4C8zhR4D8Rpglh0E8ili0C8JeAgWGAqyL?MCv/AAA;v115@9gA8Q4hlzhC8R4gli0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAvvTWCK+AAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8hli0R4C8h0RpR4D8g0glRpg0E8g0glzhC8JeAg?WGAJnntCs/AAA;v115@9gA8RpQ4hlh0C8RpR4glg0D8g0zhE8i0Q4glg0C8Je?AgWGAKentCMHBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8Q4zhh0C8R4ilg0D8g0Q4glRpE8i0Rpg0C8JeAg?WGAv/rtCK+AAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA;v115@9gA8whi0glR4C8whi0R4D8whRpg0glE8whRpg0hlC8?JeAgWGAPujPCs/AAA;v115@9gA8h0RpglR4C8zhR4D8h0RpglE8j0hlC8JeAgWGAK?d9VCv/AAA;v115@9gA8zhilC8l0D8Rpg0R4E8RpR4glg0C8JeAgWGATnP?PCM+AAA;v115@9gA8j0glR4C8j0R4D8RpilE8RpzhC8JeAgWGAJ3jPC?qCBAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8j0glR4C8zhR4D8Rph0glE8Rph0hlC8JeAgWGAP?d9VCq/AAA
JLISOTZ,1,TILSZO;TILJSO;TIJSZO,J;Z;L,v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JLIOSTZ,1,TILSZO;TILJSO;TIJSZO,J;Z;L,v115@9gA8BtR4ywC8h0zhD8g0R4RpE8g0BtRpwwC8JeAgWG?AvPltC6OBAA
JIZSLTJ,8,TILJJZ;ILJJSZ;TIJJSZ;TILJJS;TLJJSZ;TILJSZ,S;T;L;Z;I;J,v115@9gA8ilzhC8glAth0R4D8Btg0R4E8Atk0C8JeAgWGAz?3PPCpCBAA;v115@9gA8whg0ilR4C8whi0R4D8whg0glBtE8whi0BtC8Je?AgWGA6PltCqCBAA;v115@9gA8Q4i0ywC8R4ilwwD8g0Q4glBtE8j0BtC8JeAgWG?A6/rtC0/AAA;v115@9gA8h0ilR4C8zhR4D8h0glBtE8j0BtC8JeAgWGA6vL?MCqCBAA;v115@9gA8glzhR4C8gli0R4D8i0BtE8hlh0BtC8JeAgWGA6?/TPCT+AAA;v115@9gA8whi0glR4C8whh0AtR4D8whg0BtglE8whg0Atg0?hlC8JeAgWGA6PltCs/AAA;v115@9gA8i0glywC8h0AtglR4D8g0BtR4E8g0Atg0hlwwC8?JeAgWGAz3/VC0/AAA;v115@9gA8Q4Btg0ilC8R4zhD8g0Q4BtglE8l0C8JeAgWGAK?ujFDs/AAA
